qty_dot_url,qty_hyphen_url,length_url,qty_at_url,phishing
2,0,60,0,1
2,0,47,0,0
5,1,60,0,1
2,0,52,0,1
3,0,28,0,0
1,0,56,0,1
3,0,79,0,0
2,0,23,0,0
2,0,40,0,1
3,0,54,0,1
1,0,12,0,0
3,0,126,0,1
2,0,30,0,0
2,0,33,0,1
2,0,19,0,0
2,0,41,0,1
2,3,28,0,0
1,0,25,0,1
1,0,47,0,1
1,0,15,0,0
1,0,45,0,0
2,1,41,0,1
2,0,48,0,0
3,0,19,0,0
2,1,73,0,1
2,0,16,0,0
2,0,13,0,0
3,1,34,0,0
2,0,53,0,1
2,0,48,0,1
2,0,28,0,0
2,0,14,0,0
3,0,42,0,1
4,0,22,0,0
4,0,22,0,0
2,6,82,0,0
3,0,81,0,1
3,1,152,1,1
3,0,43,0,1
3,0,14,0,0
4,3,65,0,1
1,2,25,0,1
2,0,25,0,0
1,0,60,0,1
2,0,31,0,1
3,10,112,0,0
1,10,116,0,0
2,0,95,0,1
2,0,27,0,0
2,0,25,0,0
2,0,45,0,1
1,7,46,0,1
1,0,28,0,1
2,1,237,0,1
1,1,75,0,1
3,0,77,0,1
2,0,14,0,0
1,0,13,0,1
2,1,112,0,1
4,0,22,0,0
8,4,400,0,1
2,0,45,0,0
1,1,38,0,1
2,0,12,0,0
7,1,89,1,1
2,0,10,0,0
3,0,19,0,0
1,2,34,0,1
1,2,23,0,1
2,0,21,0,0
2,0,36,0,0
3,0,52,0,1
3,1,43,0,1
1,0,13,0,1
3,0,77,0,1
3,0,16,0,0
1,0,13,0,1
1,1,37,0,1
2,0,18,0,0
2,2,35,0,1
3,0,70,0,1
2,0,16,0,0
1,0,26,0,1
1,0,20,0,0
1,1,26,0,1
2,0,42,0,1
2,0,20,0,0
2,0,52,0,1
3,1,32,0,0
1,0,18,0,1
1,0,36,0,1
2,0,37,0,0
1,0,10,0,0
2,0,12,0,0
1,0,41,0,1
2,0,38,0,0
2,2,28,0,0
2,0,54,0,1
3,0,62,0,1
1,0,22,0,1
2,0,58,0,1
2,0,22,0,0
3,0,102,0,1
2,0,23,0,0
1,0,20,0,1
1,0,116,0,1
2,0,10,0,0
2,0,14,0,0
2,1,77,0,1
3,0,57,0,1
2,0,18,0,0
3,0,59,0,1
2,0,69,0,1
1,0,10,0,0
2,2,109,0,1
2,0,430,0,1
2,1,54,0,1
2,0,15,0,0
3,0,15,0,0
13,0,231,1,1
2,0,18,0,0
3,0,26,0,0
2,3,101,1,1
2,1,52,0,1
2,0,42,0,1
3,0,40,0,1
1,0,55,0,1
2,0,32,0,0
4,0,27,0,0
2,1,84,0,1
2,0,26,0,1
1,1,24,0,1
2,1,48,0,1
2,1,64,0,1
2,3,46,0,0
2,0,19,0,1
2,3,105,0,1
4,0,73,0,1
2,0,21,0,0
2,0,21,0,0
2,0,45,0,1
1,0,9,0,0
1,0,19,0,1
2,0,13,0,0
1,0,7,0,0
2,0,29,0,0
3,0,19,0,0
3,0,30,0,1
2,0,25,0,0
2,0,31,0,0
2,1,30,0,1
3,1,114,0,1
3,0,129,0,1
2,0,15,0,0
5,0,71,0,1
4,2,61,0,1
1,0,17,0,0
2,0,59,0,1
4,0,40,0,1
2,0,33,0,1
1,0,82,0,1
1,0,18,0,0
1,0,38,0,1
5,0,65,0,1
1,3,36,0,1
3,0,36,0,0
2,1,33,0,0
1,0,16,0,0
2,0,32,0,0
1,0,12,0,0
3,0,242,0,1
2,0,40,0,1
2,0,15,0,0
7,0,213,0,1
2,1,33,0,1
1,0,16,0,0
1,0,80,4,1
2,0,61,0,1
8,4,245,0,1
3,0,41,0,1
1,1,12,0,0
1,0,18,0,0
3,0,60,0,1
2,0,37,0,1
1,3,36,0,1
3,0,101,0,1
3,0,65,0,0
1,1,58,0,1
4,1,71,0,1
2,0,39,0,1
1,0,21,0,1
2,5,76,0,1
1,0,56,0,1
4,0,48,0,1
2,0,27,0,0
3,0,59,0,1
1,1,14,0,1
1,0,19,0,1
3,1,45,0,1
1,0,11,0,0
5,0,72,1,1
2,0,20,0,0
3,0,22,0,0
2,0,20,0,0
3,0,16,0,0
3,0,68,0,1
2,0,16,0,0
5,0,48,0,1
2,0,27,0,1
3,0,16,0,0
1,0,22,0,1
2,0,17,0,0
2,0,26,0,1
7,1,227,0,1
2,0,238,0,1
2,0,46,0,0
4,0,26,0,0
1,0,25,0,1
3,0,62,0,1
2,0,16,0,1
3,1,60,0,1
2,0,40,0,1
2,0,23,0,0
1,1,84,0,1
2,0,34,0,1
2,0,35,0,1
1,0,21,0,0
3,0,15,0,0
2,0,27,0,1
4,1,41,0,1
2,0,41,0,1
2,1,19,0,0
9,1,199,1,1
3,4,55,0,1
3,1,41,0,1
2,0,21,0,0
3,0,14,0,0
3,1,33,0,1
3,0,43,0,0
1,0,16,0,0
3,0,25,0,1
3,0,35,0,1
3,0,30,0,1
1,0,11,0,0
3,0,29,0,0
2,0,31,0,1
2,0,22,0,1
2,0,22,0,0
2,0,55,0,1
2,0,50,0,1
1,0,28,0,1
2,0,15,0,0
2,4,39,0,1
1,1,60,0,1
3,0,26,0,1
2,1,59,0,1
2,0,22,0,0
2,1,16,0,0
1,1,72,0,1
1,0,18,0,1
1,1,82,0,1
1,0,14,0,0
1,0,85,0,1
2,0,14,0,0
2,0,46,0,0
5,0,61,0,1
3,1,70,0,1
1,1,22,0,1
2,0,33,0,1
1,0,12,0,0
2,0,25,0,0
4,0,38,0,1
2,0,50,0,1
1,0,13,0,0
2,0,19,0,0
2,0,15,0,0
2,0,33,0,1
2,0,42,0,1
1,2,58,0,1
2,1,21,0,0
2,0,19,0,1
2,0,11,0,0
3,2,35,0,0
2,0,29,0,0
2,0,73,0,1
2,0,23,0,1
4,1,47,0,1
2,0,14,0,0
2,0,16,0,0
1,1,35,0,1
2,0,21,0,0
2,2,63,0,1
2,0,13,0,0
2,0,99,0,1
2,0,17,0,1
3,0,56,0,1
3,0,70,0,1
2,0,13,0,0
4,0,34,0,0
2,0,14,0,0
4,0,30,0,0
2,0,51,0,1
1,0,36,0,1
1,0,29,0,1
2,0,54,0,1
2,0,21,0,0
2,0,41,0,1
2,0,238,0,1
2,1,60,0,1
3,0,45,0,1
1,0,19,0,1
5,1,57,0,1
2,0,52,0,1
1,6,74,0,0
1,0,53,0,1
2,2,42,0,1
2,1,39,0,1
2,0,15,0,0
1,0,15,0,0
2,0,18,0,0
4,0,23,0,0
2,0,61,0,1
3,0,46,0,1
3,0,23,0,1
1,4,87,0,1
1,0,17,0,0
1,0,12,0,0
2,1,49,0,0
2,0,27,0,1
3,0,23,0,1
3,0,45,0,1
2,0,20,0,0
2,1,29,0,1
1,0,14,0,0
2,0,18,0,0
2,0,25,0,0
2,1,26,0,0
2,0,15,0,0
3,0,49,0,1
2,1,62,0,1
3,0,63,0,1
2,0,35,0,0
2,0,34,0,1
1,0,15,0,1
2,0,25,0,0
2,0,46,0,1
2,0,26,0,0
1,1,86,0,1
2,1,52,0,1
2,0,41,0,1
4,0,18,0,0
1,0,15,0,0
3,0,24,0,0
3,0,51,0,1
2,4,42,0,1
3,0,199,0,1
1,3,49,0,1
2,0,13,0,0
2,0,36,0,1
1,0,23,0,1
2,1,72,0,1
1,0,37,0,1
2,0,27,0,1
4,0,53,0,1
3,0,13,0,0
2,0,17,0,0
1,3,91,0,1
2,0,47,0,0
4,0,28,0,0
1,0,26,0,0
3,1,48,0,1
1,0,7,0,0
3,0,23,0,0
4,0,97,0,1
2,0,18,0,0
3,0,43,0,1
2,0,47,0,1
3,0,44,0,0
2,1,23,0,0
15,1,275,1,1
2,0,56,0,1
2,0,17,0,0
2,0,18,0,0
2,0,26,0,1
3,0,89,0,1
2,0,19,0,0
2,0,207,0,1
1,0,12,0,1
1,0,19,0,1
2,0,42,0,0
3,0,131,0,1
2,0,17,0,0
2,0,20,0,0
2,0,15,0,0
1,0,9,0,0
2,0,29,0,0
2,0,30,0,0
1,0,33,0,1
3,0,19,0,1
3,0,65,0,1
2,0,20,0,0
2,0,16,0,1
3,1,70,0,1
1,0,16,0,0
2,0,14,0,0
3,0,35,0,1
1,0,13,0,0
1,0,42,0,1
2,0,53,0,1
2,1,36,0,1
2,0,18,0,0
2,0,37,0,1
3,4,77,0,1
2,0,49,0,1
2,0,256,0,1
3,8,82,0,0
1,0,114,0,1
3,0,21,0,0
1,0,36,0,1
1,0,55,0,1
2,0,11,0,0
2,0,15,0,0
2,0,13,0,0
2,1,70,0,1
4,0,115,0,1
2,0,20,0,0
3,1,26,0,0
1,1,22,0,1
2,0,24,0,1
2,2,143,0,1
4,0,111,0,1
2,0,55,0,1
2,2,28,0,0
3,0,33,0,1
3,0,14,0,0
1,0,36,0,1
2,0,16,0,0
2,0,47,0,0
1,0,12,0,0
1,0,21,0,1
2,0,17,0,0
1,0,13,0,1
2,0,14,0,0
2,0,15,0,0
3,1,75,0,1
2,1,54,0,1
2,0,25,0,1
2,0,12,0,0
2,2,20,0,0
2,0,21,0,0
3,0,32,0,0
1,0,14,0,0
2,0,15,0,0
1,0,15,0,0
2,1,28,0,0
2,0,15,0,0
2,1,73,0,1
1,0,46,0,1
2,0,18,0,0
2,1,59,0,1
2,0,32,0,1
2,1,102,0,1
2,0,20,0,0
2,0,14,0,0
3,0,18,0,0
2,0,40,0,1
3,0,15,0,0
2,1,58,0,1
1,0,12,0,0
2,0,11,0,0
1,0,15,0,1
2,0,18,0,0
1,0,22,0,0
3,0,27,0,0
1,0,9,0,0
2,1,30,0,1
2,1,41,0,1
4,0,33,0,1
3,0,43,0,1
17,0,133,0,1
2,0,209,0,1
3,1,24,0,1
2,0,11,0,0
2,0,20,0,0
2,0,21,0,0
2,0,20,0,0
4,0,28,0,0
1,3,52,0,1
2,0,52,0,1
3,0,19,0,0
2,0,26,0,1
2,0,22,0,0
3,0,18,0,0
2,0,50,0,0
2,0,26,0,1
3,0,17,0,0
1,0,17,0,0
2,0,73,0,1
2,0,35,0,1
1,1,69,0,1
1,1,26,0,1
3,0,38,0,1
2,0,15,0,0
2,0,18,0,0
4,0,59,0,1
2,1,17,0,1
1,0,9,0,0
2,0,11,0,0
4,0,30,0,0
4,0,26,0,0
2,0,60,1,1
2,0,11,0,0
3,0,41,0,1
2,0,52,0,1
2,2,76,0,1
1,0,8,0,0
3,0,28,0,0
2,0,37,0,1
1,0,32,0,1
3,1,34,0,1
2,0,229,0,1
2,0,22,0,0
1,1,19,0,1
2,0,25,0,0
1,0,69,0,1
2,0,24,0,0
3,0,78,0,1
5,0,112,0,1
1,0,19,0,1
2,0,36,0,1
3,0,27,0,0
2,0,102,0,0
2,0,24,0,0
2,0,22,0,0
2,0,42,0,1
1,0,14,0,0
2,0,17,0,0
8,7,319,0,1
2,0,19,0,0
3,1,54,0,0
4,4,105,0,1
2,0,23,0,0
3,0,60,0,1
2,0,17,0,0
3,0,26,0,0
4,0,57,0,1
14,2,299,1,1
2,0,50,0,1
1,0,13,0,1
4,0,161,0,1
3,0,25,0,0
1,1,72,0,1
4,1,121,0,1
2,0,102,0,1
2,0,19,0,1
2,0,15,0,0
2,0,62,0,1
2,0,22,0,0
2,1,22,0,0
3,0,42,0,1
3,0,30,0,1
2,0,12,0,0
1,0,13,0,1
1,0,13,0,0
2,0,44,0,1
4,0,40,0,1
4,2,153,1,1
1,0,31,0,1
3,0,20,0,0
3,0,18,0,0
2,1,17,0,0
1,0,496,0,1
3,0,35,0,0
1,1,22,0,1
1,0,11,0,0
1,0,15,0,0
1,5,106,0,1
2,0,46,0,1
1,1,17,0,0
3,0,41,0,1
2,0,13,0,0
2,8,83,0,0
2,0,19,0,0
3,1,34,0,1
2,0,15,0,0
3,1,29,0,1
2,0,51,0,1
4,0,25,0,0
